brand_name	conceptid	drug_name
"gantanol"	"387388003"	"sulfamethoxazole (substance)"
"bactrim"	"387388003"	"sulfamethoxazole (substance)"
"uroplus"	"387388003"	"sulfamethoxazole (substance)"
"thiosulfil forte"	"387389006"	"sulfamethizole (substance)"
"ayr saline nasal"	"387390002"	"sodium chloride (substance)"
"macrodex"	"387390002"	"sodium chloride (substance)"
"nasal moist"	"387390002"	"sodium chloride (substance)"
"simply saline"	"387390002"	"sodium chloride (substance)"
"breathe free saline"	"387390002"	"sodium chloride (substance)"
"endosol extra"	"387390002"	"sodium chloride (substance)"
"rhinaris"	"387390002"	"sodium chloride (substance)"
"aqua maris"	"387390002"	"sodium chloride (substance)"
"hyper-sal"	"387390002"	"sodium chloride (substance)"
"marine mist"	"387390002"	"sodium chloride (substance)"
"4 way saline"	"387390002"	"sodium chloride (substance)"
"sea mist"	"387390002"	"sodium chloride (substance)"
"sochlor"	"387390002"	"sodium chloride (substance)"
"humist"	"387390002"	"sodium chloride (substance)"
"ocean"	"387390002"	"sodium chloride (substance)"
"gentran 70"	"387390002"	"sodium chloride (substance)"
"pediamist"	"387390002"	"sodium chloride (substance)"
"broncho saline"	"387390002"	"sodium chloride (substance)"
"saljet"	"387390002"	"sodium chloride (substance)"
"adsorbonac"	"387390002"	"sodium chloride (substance)"
"muro 128"	"387390002"	"sodium chloride (substance)"
"deep sea"	"387390002"	"sodium chloride (substance)"
"saline spray"	"387390002"	"sodium chloride (substance)"
"entsol"	"387390002"	"sodium chloride (substance)"
"saltaire"	"387390002"	"sodium chloride (substance)"
"plasma-lyte 56"	"387390002"	"sodium chloride (substance)"
"mycinaire"	"387390002"	"sodium chloride (substance)"
"saline mist"	"387390002"	"sodium chloride (substance)"
"altamist"	"387390002"	"sodium chloride (substance)"
"nasal asalt"	"387390002"	"sodium chloride (substance)"
"saline nasal mist"	"387390002"	"sodium chloride (substance)"
"nebusal"	"387390002"	"sodium chloride (substance)"
"nasadrops"	"387390002"	"sodium chloride (substance)"
"pulmosal"	"387390002"	"sodium chloride (substance)"
"cleanoz saline"	"387390002"	"sodium chloride (substance)"
"little noses"	"387390002"	"sodium chloride (substance)"
"breathe the sea"	"387390002"	"sodium chloride (substance)"
"sea soft"	"387390002"	"sodium chloride (substance)"
"salinex"	"387390002"	"sodium chloride (substance)"
"cylert"	"387393000"	"pemoline (substance)"
"pemolert"	"387393000"	"pemoline (substance)"
"miltown"	"387395007"	"meprobamate (substance)"
"mb-tab"	"387395007"	"meprobamate (substance)"
"trancot"	"387395007"	"meprobamate (substance)"
"equanil"	"387395007"	"meprobamate (substance)"
"kantrex"	"387396008"	"kanamycin (substance)"
"bactroban"	"387397004"	"mupirocin (substance)"
"muricin"	"387397004"	"mupirocin (substance)"
"centany"	"387397004"	"mupirocin (substance)"
"osmoprep"	"387399001"	"sodium phosphate (substance)"
"trancopal"	"387400008"	"chlormezanone (substance)"
"dewees carminative"	"387401007"	"magnesium carbonate (substance)"
"magnebind 200"	"387401007"	"magnesium carbonate (substance)"
"magnebind 300"	"387401007"	"magnesium carbonate (substance)"
"feosol"	"387402000"	"ferrous sulfate (substance)"
"iron sol"	"387402000"	"ferrous sulfate (substance)"
"ferra-td"	"387402000"	"ferrous sulfate (substance)"
"ferrospace"	"387402000"	"ferrous sulfate (substance)"
"siderol"	"387402000"	"ferrous sulfate (substance)"
"mykidz iron"	"387402000"	"ferrous sulfate (substance)"
"slow-fe"	"387402000"	"ferrous sulfate (substance)"
"mol-iron"	"387402000"	"ferrous sulfate (substance)"
"ferra t.d. caps"	"387402000"	"ferrous sulfate (substance)"
"fer-in-sol"	"387402000"	"ferrous sulfate (substance)"
"ed-in-sol"	"387402000"	"ferrous sulfate (substance)"
"fer-in-sol tr"	"387402000"	"ferrous sulfate (substance)"
"fe 50"	"387402000"	"ferrous sulfate (substance)"
"fer-gen-sol"	"387402000"	"ferrous sulfate (substance)"
"fero-gradumet filmtab"	"387402000"	"ferrous sulfate (substance)"
"ironmar"	"387402000"	"ferrous sulfate (substance)"
"ferro-time"	"387402000"	"ferrous sulfate (substance)"
"yieronia"	"387402000"	"ferrous sulfate (substance)"
"chem-sol"	"387402000"	"ferrous sulfate (substance)"
"yiero-gota"	"387402000"	"ferrous sulfate (substance)"
"hms"	"387403005"	"medrysone ophthalmic preparation (substance)"
"nitrocot"	"387404004"	"nitroglycerin (substance)"
"nitroquick"	"387404004"	"nitroglycerin (substance)"
"nitrodisc"	"387404004"	"nitroglycerin (substance)"
"nitro-par"	"387404004"	"nitroglycerin (substance)"
"rectiv"	"387404004"	"nitroglycerin (substance)"
"transderm-nitro"	"387404004"	"nitroglycerin (substance)"
"nitrostat"	"387404004"	"nitroglycerin (substance)"
"nitro-bid iv"	"387404004"	"nitroglycerin (substance)"
"nitronal"	"387404004"	"nitroglycerin (substance)"
"nitrong"	"387404004"	"nitroglycerin (substance)"
"nitrol"	"387404004"	"nitroglycerin (substance)"
"nitro-dur"	"387404004"	"nitroglycerin (substance)"
"nitroglyn e-r"	"387404004"	"nitroglycerin (substance)"
"nitrek"	"387404004"	"nitroglycerin (substance)"
"nitrolingual"	"387404004"	"nitroglycerin (substance)"
"tridil"	"387404004"	"nitroglycerin (substance)"
"nitrogard"	"387404004"	"nitroglycerin (substance)"
"nitromist"	"387404004"	"nitroglycerin (substance)"
"deponit"	"387404004"	"nitroglycerin (substance)"
"minitran"	"387404004"	"nitroglycerin (substance)"
"nitro td patch-a"	"387404004"	"nitroglycerin (substance)"
"nitro-bid"	"387404004"	"nitroglycerin (substance)"
"cyclospasmol"	"387405003"	"cyclandelate (substance)"
"tabloid"	"387407006"	"thioguanine (substance)"
"questran"	"387408001"	"cholestyramine (substance)"
"prevalite"	"387408001"	"cholestyramine (substance)"
"locholest"	"387408001"	"cholestyramine (substance)"
"isopto hyoscine"	"387409009"	"scopolamine (substance)"
"transderm-scop"	"387409009"	"scopolamine (substance)"
"maldemar"	"387409009"	"scopolamine (substance)"
"scopace"	"387409009"	"scopolamine (substance)"
"lamprene"	"387410004"	"clofazimine (substance)"
"coly mycin m"	"387412007"	"colistin (substance)"
"cortisporin-tc"	"387412007"	"colistin (substance)"
"coly mycin s"	"387412007"	"colistin (substance)"
"sucrets ice"	"387414008"	"menthol (substance)"
"max-freeze"	"387414008"	"menthol (substance)"
"counteract cough drops"	"387414008"	"menthol (substance)"
"miracle rub"	"387414008"	"menthol (substance)"
"aspercreme max"	"387414008"	"menthol (substance)"
"gold bond triple action foot spray"	"387414008"	"menthol (substance)"
"dorflex"	"387414008"	"menthol (substance)"
"dynafreeze"	"387414008"	"menthol (substance)"
"foot rehab pain & moisture"	"387414008"	"menthol (substance)"
"salonpas massage foam"	"387414008"	"menthol (substance)"
"ben gay"	"387414008"	"menthol (substance)"
"fisherman's friend"	"387414008"	"menthol (substance)"
"icy hot"	"387414008"	"menthol (substance)"
"banadyne"	"387414008"	"menthol (substance)"
"xoten"	"387414008"	"menthol (substance)"
"gold bond anti-itch intensive relief"	"387414008"	"menthol (substance)"
"bengay original"	"387414008"	"menthol (substance)"
"blue-emu"	"387414008"	"menthol (substance)"
"atopalm"	"387414008"	"menthol (substance)"
"mentholatum sports pain relief"	"387414008"	"menthol (substance)"
"ray dol"	"387414008"	"menthol (substance)"
"lantiseptic multi-purpose"	"387414008"	"menthol (substance)"
"mentholatum pain relief"	"387414008"	"menthol (substance)"
"biofreeze"	"387414008"	"menthol (substance)"
"vicks vapodrops"	"387414008"	"menthol (substance)"
"stopain"	"387414008"	"menthol (substance)"
"oxyrub pain relief"	"387414008"	"menthol (substance)"
"fast freeze naturally cool"	"387414008"	"menthol (substance)"
"miracle foot repair"	"387414008"	"menthol (substance)"
"salonpas spray"	"387414008"	"menthol (substance)"
"bentasil eucalyptus"	"387414008"	"menthol (substance)"
"equi-block lt formula"	"387414008"	"menthol (substance)"
"gold bond body powder original strength"	"387414008"	"menthol (substance)"
"sarna ultra"	"387414008"	"menthol (substance)"
"sucrets complete"	"387414008"	"menthol (substance)"
"broncolin cough"	"387414008"	"menthol (substance)"
"mineral ice"	"387414008"	"menthol (substance)"
"cold spot with methyl salicylate"	"387414008"	"menthol (substance)"
"max revive"	"387414008"	"menthol (substance)"
"therafreeze"	"387414008"	"menthol (substance)"
"gold bond body powder extra strength"	"387414008"	"menthol (substance)"
"salonpas pain relief patch"	"387414008"	"menthol (substance)"
"gold bond maximum relief"	"387414008"	"menthol (substance)"
"advanced zinc-oxyde plus ointment"	"387414008"	"menthol (substance)"
"meditowel pain relief"	"387414008"	"menthol (substance)"
"ivarest medicated poison ivy cleansing foam"	"387414008"	"menthol (substance)"
"rhemu"	"387414008"	"menthol (substance)"
"koldets cough drops"	"387414008"	"menthol (substance)"
"youngevity invision cm cream"	"387414008"	"menthol (substance)"
"flexall"	"387414008"	"menthol (substance)"
"robitussin cough drop"	"387414008"	"menthol (substance)"
"salonpas pain gel"	"387414008"	"menthol (substance)"
"arthricare for women pain relieving nighttime"	"387414008"	"menthol (substance)"
"ling nam ultra balm"	"387414008"	"menthol (substance)"
"analgesic balm grx"	"387414008"	"menthol (substance)"
"artrosamin"	"387414008"	"menthol (substance)"
"absorbine"	"387414008"	"menthol (substance)"
"diapedic"	"387414008"	"menthol (substance)"
"bengay greaseless"	"387414008"	"menthol (substance)"
"calmoseptine ointment"	"387414008"	"menthol (substance)"
"eagle brand medicated oil"	"387414008"	"menthol (substance)"
"absorbine veterinary"	"387414008"	"menthol (substance)"
"flexgen"	"387414008"	"menthol (substance)"
"real time pain relief"	"387414008"	"menthol (substance)"
"pain goodbye"	"387414008"	"menthol (substance)"
"aspercreme heat pain relieving"	"387414008"	"menthol (substance)"
"icy hot with methyl salicylate"	"387414008"	"menthol (substance)"
"risamine"	"387414008"	"menthol (substance)"
"jointflex ice"	"387414008"	"menthol (substance)"
"bioblast"	"387414008"	"menthol (substance)"
"marathon pain relief"	"387414008"	"menthol (substance)"
"bigeloil"	"387414008"	"menthol (substance)"
"tiger balm liniment"	"387414008"	"menthol (substance)"
"mane 'n tail mineral ice"	"387414008"	"menthol (substance)"
"organix complete"	"387414008"	"menthol (substance)"
"panalgesic gold"	"387414008"	"menthol (substance)"
"absorbine jr."	"387414008"	"menthol (substance)"
"cold spot"	"387414008"	"menthol (substance)"
"granulotion medicated lotion"	"387414008"	"menthol (substance)"
"everflex"	"387414008"	"menthol (substance)"
"quickflex"	"387414008"	"menthol (substance)"
"sucrets herbal"	"387414008"	"menthol (substance)"
"lypsyl"	"387414008"	"menthol (substance)"
"salonsip aqua-patch"	"387414008"	"menthol (substance)"
"red lion relief"	"387414008"	"menthol (substance)"
"myorx"	"387414008"	"menthol (substance)"
"tiger balm ultra thin"	"387414008"	"menthol (substance)"
"eucerin calming itch relief"	"387414008"	"menthol (substance)"
"pasmol"	"387414008"	"menthol (substance)"
"listerine antiseptic"	"387414008"	"menthol (substance)"
"cepacol sore throat from post nasal drip"	"387414008"	"menthol (substance)"
"sub zero"	"387414008"	"menthol (substance)"
"thoracol"	"387414008"	"menthol (substance)"
"atopalm pain relief"	"387414008"	"menthol (substance)"
"wellpatch backache relief"	"387414008"	"menthol (substance)"
"kerasal pain"	"387414008"	"menthol (substance)"
"joint gel"	"387414008"	"menthol (substance)"
"thera-gesic"	"387414008"	"menthol (substance)"
"aloemint"	"387414008"	"menthol (substance)"
"pramegel reformulated apr 2012"	"387414008"	"menthol (substance)"
"easy pain relief"	"387414008"	"menthol (substance)"
"halls"	"387414008"	"menthol (substance)"
"bentasil"	"387414008"	"menthol (substance)"
"bioflexor"	"387414008"	"menthol (substance)"
"zostrix cold therapy"	"387414008"	"menthol (substance)"
"activon joint & muscle"	"387414008"	"menthol (substance)"
"gold bond pain relieving foot"	"387414008"	"menthol (substance)"
"perform"	"387414008"	"menthol (substance)"
"noble lion medicated balm"	"387414008"	"menthol (substance)"
"therastat"	"387414008"	"menthol (substance)"
"luden's"	"387414008"	"menthol (substance)"
"rocainol"	"387414008"	"menthol (substance)"
"calazime skin protectant"	"387414008"	"menthol (substance)"
"kineticream"	"387414008"	"menthol (substance)"
"calmafx"	"387414008"	"menthol (substance)"
"percara original"	"387414008"	"menthol (substance)"
"calazime"	"387414008"	"menthol (substance)"
"polar frost"	"387414008"	"menthol (substance)"
"banalg"	"387414008"	"menthol (substance)"
"berri-freez"	"387414008"	"menthol (substance)"
"bengay arthritis"	"387414008"	"menthol (substance)"
"reumacetin"	"387414008"	"menthol (substance)"
"kool comfort"	"387414008"	"menthol (substance)"
"dermaseptin"	"387414008"	"menthol (substance)"
"thera-gesic plus"	"387414008"	"menthol (substance)"
"castiva cooling"	"387414008"	"menthol (substance)"
"lucky super soft"	"387414008"	"menthol (substance)"
"osmoflex"	"387414008"	"menthol (substance)"
"canker complete"	"387414008"	"menthol (substance)"
"myogesic-cs"	"387414008"	"menthol (substance)"
"gold bond lotion"	"387414008"	"menthol (substance)"
"never pain"	"387414008"	"menthol (substance)"
"gold bond foot powder maximum strength"	"387414008"	"menthol (substance)"
"gold bond medicated maximum strength foot"	"387414008"	"menthol (substance)"
"celadrin cream"	"387414008"	"menthol (substance)"
"calmodrox"	"387414008"	"menthol (substance)"
"eucalyptamint"	"387414008"	"menthol (substance)"
"numotizine"	"387414008"	"menthol (substance)"
"n ice"	"387414008"	"menthol (substance)"
"flanax lozenges"	"387414008"	"menthol (substance)"
"lozol"	"387419003"	"indapamide (substance)"
"neosar"	"387420009"	"cyclophosphamide (substance)"
"cytoxan"	"387420009"	"cyclophosphamide (substance)"
"seequin"	"387422001"	"hydroquinone (substance)"
"viquin forte"	"387422001"	"hydroquinone (substance)"
"glytone"	"387422001"	"hydroquinone (substance)"
"porcelana night skin lightening"	"387422001"	"hydroquinone (substance)"
"claripel"	"387422001"	"hydroquinone (substance)"
"epiquin micro"	"387422001"	"hydroquinone (substance)"
"remergent hq"	"387422001"	"hydroquinone (substance)"
"complex b"	"387422001"	"hydroquinone (substance)"
"eldopaque forte"	"387422001"	"hydroquinone (substance)"
"alera"	"387422001"	"hydroquinone (substance)"
"lustra"	"387422001"	"hydroquinone (substance)"
"african formula skin lightening"	"387422001"	"hydroquinone (substance)"
"eldopaque"	"387422001"	"hydroquinone (substance)"
"medisilke"	"387422001"	"hydroquinone (substance)"
"solaquin"	"387422001"	"hydroquinone (substance)"
"solaquin forte"	"387422001"	"hydroquinone (substance)"
"melquin hp"	"387422001"	"hydroquinone (substance)"
"melanex"	"387422001"	"hydroquinone (substance)"
"melpaque hp"	"387422001"	"hydroquinone (substance)"
"dermarest skin correcting cream"	"387422001"	"hydroquinone (substance)"
"lustra-af"	"387422001"	"hydroquinone (substance)"
"nava-sc"	"387422001"	"hydroquinone (substance)"
"fade shades"	"387422001"	"hydroquinone (substance)"
"rejuvaderm fading"	"387422001"	"hydroquinone (substance)"
"scarguard scarlight"	"387422001"	"hydroquinone (substance)"
"aclaro"	"387422001"	"hydroquinone (substance)"
"proactiv skin lightening"	"387422001"	"hydroquinone (substance)"
"glyquin"	"387422001"	"hydroquinone (substance)"
"melquin-3"	"387422001"	"hydroquinone (substance)"
"esoterica"	"387422001"	"hydroquinone (substance)"
"melamin"	"387422001"	"hydroquinone (substance)"
"meditowel illuminating"	"387422001"	"hydroquinone (substance)"
"alphaquin hp"	"387422001"	"hydroquinone (substance)"
"nuquin hp"	"387422001"	"hydroquinone (substance)"
"alustra"	"387422001"	"hydroquinone (substance)"
"melamix"	"387422001"	"hydroquinone (substance)"
"enlighten me!"	"387422001"	"hydroquinone (substance)"
"hydroquinone and sunscreen"	"387422001"	"hydroquinone (substance)"
"metasol"	"387422001"	"hydroquinone (substance)"
"melanol"	"387422001"	"hydroquinone (substance)"
"neova complex hq plus"	"387422001"	"hydroquinone (substance)"
"skin tx hydroquinone"	"387422001"	"hydroquinone (substance)"
"eldoquin forte"	"387422001"	"hydroquinone (substance)"
"tri-luma"	"387422001"	"hydroquinone (substance)"
"rapinovet"	"387423006"	"propofol (substance)"
"propoven"	"387423006"	"propofol (substance)"
"diprivan"	"387423006"	"propofol (substance)"
"propoflo"	"387423006"	"propofol (substance)"
"lithostat"	"387426003"	"acetohydroxamic acid (substance)"
"ala-hist ir"	"387429005"	"dexbrompheniramine (substance)"
"fudr"	"387432008"	"floxuridine (substance)"
"minipress"	"387433003"	"prazosin (substance)"
"atromid-s"	"387439004"	"clofibrate (substance)"
"mucomyst"	"387440002"	"acetylcysteine (substance)"
"mucomyst-20"	"387440002"	"acetylcysteine (substance)"
"mucomyst-10"	"387440002"	"acetylcysteine (substance)"
"acetadote"	"387440002"	"acetylcysteine (substance)"
"acys-5"	"387440002"	"acetylcysteine (substance)"
"parvolex"	"387440002"	"acetylcysteine (substance)"
"dtic-dome"	"387441003"	"dacarbazine (substance)"
"equalize gas relief drops"	"387442005"	"simethicone (substance)"
"orajel baby tooth and gum cleaner"	"387442005"	"simethicone (substance)"
"maalox anti-gas extra strength"	"387442005"	"simethicone (substance)"
"phazyme"	"387442005"	"simethicone (substance)"
"gas-x liquid extra strength"	"387442005"	"simethicone (substance)"
"gas aide"	"387442005"	"simethicone (substance)"
"gas-x maximum strength"	"387442005"	"simethicone (substance)"
"ri-mag plus"	"387442005"	"simethicone (substance)"
"micon-80"	"387442005"	"simethicone (substance)"
"degas"	"387442005"	"simethicone (substance)"
"anti-gas-80"	"387442005"	"simethicone (substance)"
"mytab gas"	"387442005"	"simethicone (substance)"
"colicon"	"387442005"	"simethicone (substance)"
"losospan plus"	"387442005"	"simethicone (substance)"
"baby gas"	"387442005"	"simethicone (substance)"
"sonorx"	"387442005"	"simethicone (substance)"
"mylanta gas relief geltab"	"387442005"	"simethicone (substance)"
"dulcogas"	"387442005"	"simethicone (substance)"
"little tummys"	"387442005"	"simethicone (substance)"
"gas-x"	"387442005"	"simethicone (substance)"
"anti-gas"	"387442005"	"simethicone (substance)"
"major-con"	"387442005"	"simethicone (substance)"
"maximum strength mylanta gas"	"387442005"	"simethicone (substance)"
"lowsium plus"	"387442005"	"simethicone (substance)"
"mi-acid gas relief"	"387442005"	"simethicone (substance)"
"gas-x extra strength"	"387442005"	"simethicone (substance)"
"bicarsim"	"387442005"	"simethicone (substance)"
"alka-seltzer anti-gas"	"387442005"	"simethicone (substance)"
"maalox anti-gas"	"387442005"	"simethicone (substance)"
"pediacare infant gas relief"	"387442005"	"simethicone (substance)"
"pediacare gas relief"	"387442005"	"simethicone (substance)"
"rx-act gas relief extra strength"	"387442005"	"simethicone (substance)"
"flatulex drops"	"387442005"	"simethicone (substance)"
"riopan plus"	"387442005"	"simethicone (substance)"
"mylanta gas"	"387442005"	"simethicone (substance)"
"mylaval"	"387442005"	"simethicone (substance)"
"colic drops"	"387442005"	"simethicone (substance)"
"ron-acid plus"	"387442005"	"simethicone (substance)"
"mylicon"	"387442005"	"simethicone (substance)"
"genasyme"	"387442005"	"simethicone (substance)"
"infantaire gas relief"	"387442005"	"simethicone (substance)"
"ez2go zero"	"387442005"	"simethicone (substance)"
"mezlin"	"387446008"	"mezlocillin (substance)"
"citravet"	"387450001"	"potassium citrate (substance)"
"citrolith"	"387450001"	"potassium citrate (substance)"
"urocit-k"	"387450001"	"potassium citrate (substance)"
"pondimin"	"387451002"	"fenfluramine (substance)"
"serax"	"387455006"	"oxazepam (substance)"
"esimil"	"387456007"	"guanethidine (substance)"
"ismelin"	"387456007"	"guanethidine (substance)"
"sloprin"	"387458008"	"aspirin (substance)"
"genacote"	"387458008"	"aspirin (substance)"
"ascomp with codeine"	"387458008"	"aspirin (substance)"
"empirin with codeine"	"387458008"	"aspirin (substance)"
"aspirtab"	"387458008"	"aspirin (substance)"
"extra strength bayer"	"387458008"	"aspirin (substance)"
"percodan"	"387458008"	"aspirin (substance)"
"anacin aspirin regimen"	"387458008"	"aspirin (substance)"
"aspidrox"	"387458008"	"aspirin (substance)"
"robaxisal"	"387458008"	"aspirin (substance)"
"aspir-low"	"387458008"	"aspirin (substance)"
"uni-tren"	"387458008"	"aspirin (substance)"
"alka-seltzer"	"387458008"	"aspirin (substance)"
"aggrenox"	"387458008"	"aspirin (substance)"
"ecpirin"	"387458008"	"aspirin (substance)"
"uni-buff"	"387458008"	"aspirin (substance)"
"entercote"	"387458008"	"aspirin (substance)"
"bc headache"	"387458008"	"aspirin (substance)"
"endodan"	"387458008"	"aspirin (substance)"
"migralex"	"387458008"	"aspirin (substance)"
"picot"	"387458008"	"aspirin (substance)"
"pc-cap"	"387458008"	"aspirin (substance)"
"halfprin"	"387458008"	"aspirin (substance)"
"damason-p"	"387458008"	"aspirin (substance)"
"lortab asa"	"387458008"	"aspirin (substance)"
"genprin"	"387458008"	"aspirin (substance)"
"gennin-fc"	"387458008"	"aspirin (substance)"
"percodan reformulated may 2009"	"387458008"	"aspirin (substance)"
"micrainin"	"387458008"	"aspirin (substance)"
"cp-2"	"387458008"	"aspirin (substance)"
"zee-seltzer antacid and pain reliever"	"387458008"	"aspirin (substance)"
"anacin"	"387458008"	"aspirin (substance)"
"propoxyphene compound 65"	"387458008"	"aspirin (substance)"
"endodan reformulated may 2009"	"387458008"	"aspirin (substance)"
"alka-seltzer morning relief"	"387458008"	"aspirin (substance)"
"ysp aspirin"	"387458008"	"aspirin (substance)"
"stanback headache powder reformulated jan 2011"	"387458008"	"aspirin (substance)"
"minitabs"	"387458008"	"aspirin (substance)"
"fiortal with codeine"	"387458008"	"aspirin (substance)"
"ascriptin"	"387458008"	"aspirin (substance)"
"buffex"	"387458008"	"aspirin (substance)"
"aspir-mox"	"387458008"	"aspirin (substance)"
"acuprin 81"	"387458008"	"aspirin (substance)"
"orphengesic"	"387458008"	"aspirin (substance)"
"alka-seltzer plus flu"	"387458008"	"aspirin (substance)"
"aspergum"	"387458008"	"aspirin (substance)"
"aspircaf"	"387458008"	"aspirin (substance)"
"genasan"	"387458008"	"aspirin (substance)"
"bayer aspirin"	"387458008"	"aspirin (substance)"
"magnaprin"	"387458008"	"aspirin (substance)"
"axotal"	"387458008"	"aspirin (substance)"
"p-a-c analgesic"	"387458008"	"aspirin (substance)"
"bc arthritis"	"387458008"	"aspirin (substance)"
"st. joseph aspirin"	"387458008"	"aspirin (substance)"
"ursinus"	"387458008"	"aspirin (substance)"
"bufferin"	"387458008"	"aspirin (substance)"
"uni-ann"	"387458008"	"aspirin (substance)"
"ascriptin enteric"	"387458008"	"aspirin (substance)"
"talwin compound"	"387458008"	"aspirin (substance)"
"bromo seltzer antacid pain reliever"	"387458008"	"aspirin (substance)"
"empirin"	"387458008"	"aspirin (substance)"
"entaprin"	"387458008"	"aspirin (substance)"
"zorprin"	"387458008"	"aspirin (substance)"
"panasal 5/500"	"387458008"	"aspirin (substance)"
"aspi-cor"	"387458008"	"aspirin (substance)"
"flanax aspirin"	"387458008"	"aspirin (substance)"
"easprin"	"387458008"	"aspirin (substance)"
"valomag"	"387458008"	"aspirin (substance)"
"fiorinal with codeine"	"387458008"	"aspirin (substance)"
"fortabs"	"387458008"	"aspirin (substance)"
"isollyl"	"387458008"	"aspirin (substance)"
"med aspirin"	"387458008"	"aspirin (substance)"
"zero-order release"	"387458008"	"aspirin (substance)"
"laniroif"	"387458008"	"aspirin (substance)"
"bayer back and body pain"	"387458008"	"aspirin (substance)"
"synalgos-dc"	"387458008"	"aspirin (substance)"
"bayer headache relief"	"387458008"	"aspirin (substance)"
"miniprin"	"387458008"	"aspirin (substance)"
"soma compound"	"387458008"	"aspirin (substance)"
"alka-seltzer pm"	"387458008"	"aspirin (substance)"
"norgesic"	"387458008"	"aspirin (substance)"
"momentum"	"387458008"	"aspirin (substance)"
"aspir-trin"	"387458008"	"aspirin (substance)"
"alor 5/500"	"387458008"	"aspirin (substance)"
"soma compound with codeine"	"387458008"	"aspirin (substance)"
"fasprin"	"387458008"	"aspirin (substance)"
"roxiprin"	"387458008"	"aspirin (substance)"
"bayer aspirin pm reformulated nov 2011"	"387458008"	"aspirin (substance)"
"bc"	"387458008"	"aspirin (substance)"
"emagrin"	"387458008"	"aspirin (substance)"
"equagesic"	"387458008"	"aspirin (substance)"
"stanback headache powder"	"387458008"	"aspirin (substance)"
"fiortal"	"387458008"	"aspirin (substance)"
"q-acin"	"387458008"	"aspirin (substance)"
"cope brand of aspirin-caffeine"	"387458008"	"aspirin (substance)"
"alka-seltzer plus night time effervescent"	"387458008"	"aspirin (substance)"
"major-cin"	"387458008"	"aspirin (substance)"
"norwich aspirin"	"387458008"	"aspirin (substance)"
"fiormor"	"387458008"	"aspirin (substance)"
"asperdrink"	"387458008"	"aspirin (substance)"
"ridiprin"	"387458008"	"aspirin (substance)"
"fiorinal"	"387458008"	"aspirin (substance)"
"ecotrin"	"387458008"	"aspirin (substance)"
"azdone"	"387458008"	"aspirin (substance)"
"idenal"	"387458008"	"aspirin (substance)"
"vumon"	"387460005"	"teniposide (substance)"
"lanoxin"	"387461009"	"digoxin (substance)"
"digitek"	"387461009"	"digoxin (substance)"
"digox"	"387461009"	"digoxin (substance)"
"cardoxin"	"387461009"	"digoxin (substance)"
"lanoxicaps"	"387461009"	"digoxin (substance)"
"just one per day"	"387464001"	"phenylpropanolamine (substance)"
"empro"	"387464001"	"phenylpropanolamine (substance)"
"dexatrim caffeine free"	"387464001"	"phenylpropanolamine (substance)"
"diet caplets"	"387464001"	"phenylpropanolamine (substance)"
"mega-trim"	"387464001"	"phenylpropanolamine (substance)"
"diet aid"	"387464001"	"phenylpropanolamine (substance)"
"phenyldrine"	"387464001"	"phenylpropanolamine (substance)"
"acutrim 16 hour"	"387464001"	"phenylpropanolamine (substance)"
"proin"	"387464001"	"phenylpropanolamine (substance)"
"dexatrim"	"387464001"	"phenylpropanolamine (substance)"
"westrim"	"387464001"	"phenylpropanolamine (substance)"
"acutrim late day"	"387464001"	"phenylpropanolamine (substance)"
"control"	"387464001"	"phenylpropanolamine (substance)"
"diet x-strength"	"387464001"	"phenylpropanolamine (substance)"
"dietrim es"	"387464001"	"phenylpropanolamine (substance)"
"westrim la"	"387464001"	"phenylpropanolamine (substance)"
"propan"	"387464001"	"phenylpropanolamine (substance)"
"ordrine at"	"387464001"	"phenylpropanolamine (substance)"
"propagest"	"387464001"	"phenylpropanolamine (substance)"
"rhindecon"	"387464001"	"phenylpropanolamine (substance)"
"glynase"	"387466004"	"glyburide (substance)"
"glycron"	"387466004"	"glyburide (substance)"
"glucovance"	"387466004"	"glyburide (substance)"
"diabeta"	"387466004"	"glyburide (substance)"
"micronase"	"387466004"	"glyburide (substance)"
"gengraf"	"387467008"	"cyclosporine (substance)"
"atopica"	"387467008"	"cyclosporine (substance)"
"sandimmune"	"387467008"	"cyclosporine (substance)"
"sangcya"	"387467008"	"cyclosporine (substance)"
"neoral"	"387467008"	"cyclosporine (substance)"
"optimmune"	"387467008"	"cyclosporine (substance)"
"restasis"	"387467008"	"cyclosporine (substance)"
"uni-calm"	"387469006"	"dimenhydrinate (substance)"
"motion-aid"	"387469006"	"dimenhydrinate (substance)"
"travel-eze"	"387469006"	"dimenhydrinate (substance)"
"travel-wise"	"387469006"	"dimenhydrinate (substance)"
"hydrate"	"387469006"	"dimenhydrinate (substance)"
"wehamine"	"387469006"	"dimenhydrinate (substance)"
"airmit"	"387469006"	"dimenhydrinate (substance)"
"dramoject"	"387469006"	"dimenhydrinate (substance)"
"dmh"	"387469006"	"dimenhydrinate (substance)"
"triptone"	"387469006"	"dimenhydrinate (substance)"
"dymenate"	"387469006"	"dimenhydrinate (substance)"
"wal-dram"	"387469006"	"dimenhydrinate (substance)"
"dramamine"	"387469006"	"dimenhydrinate (substance)"
"driminate"	"387469006"	"dimenhydrinate (substance)"
"temaril"	"387471006"	"trimeprazine (substance)"
"rifamate"	"387472004"	"isoniazid (substance)"
